,original_text,refined_text,label
153,"b'According to BayTSP, eDonkey/Overnet had an average of 2.54 million users per day in September while FastTrack had an average of 2.48 million.'","In September, eDonkey/Overnet had an average of 2.54 million users daily, while FastTrack had an average of 2.48 million users daily, according to BayTSP. 
",3
154,"b'Oil futures fell yesterday after Iraq, the sixth-largest supplier to the United States, boosted shipments to tankers to normal rates for the first time in two weeks.'","Oil futures prices decreased yesterday after Iraq, the sixth-largest oil supplier to the United States, resumed normal shipment rates to tankers. This is the first time in two weeks that Iraq has shipped oil at its usual pace. 
",2
155,"b' CHICAGO (Sports Network) - The Chicago Cubs Thursday  declined to pick up the 2005 options on outfielder Moises Alou  and second baseman Mark Grudzielanek, making the two veterans  free agents.'","The Chicago Cubs announced on Thursday that they would not exercise the 2005 contract options for outfielder Moises Alou and second baseman Mark Grudzielanek. This decision makes both veterans free agents. 
",1
156,b'US troops expel a group of Arab businessmen visiting Afghanistan to hunt a rare species of bustard.',"United States troops in Afghanistan removed a group of Arab businessmen from the country. The businessmen were in Afghanistan to hunt a rare species of bustard. 
",0
157,b'The European Union and Russia joined the United States Monday in urging Iran to comply with a resolution passed by the International Atomic Energy Agency.',"The European Union, Russia, and the United States have all called upon Iran to abide by a resolution issued by the International Atomic Energy Agency. 
",0
158,"b'Is Turkey ready to officially become part of Europe? The world will know the answer in another 10 years. A decade may sound a long time, but the ball is finally rolling on Turkey #39;s European Union membership after 40 years of wavering talks.'","Turkey's potential membership in the European Union is a topic of ongoing discussion. Whether Turkey will officially join the EU remains to be seen, with a definitive answer anticipated in the next ten years. Although this timeframe appears long, the process of Turkey's EU membership has finally started after decades of wavering negotiations. 
",0
159,"b'Reuters - U.S. and Iraqi forces pushed on\\with their offensive against insurgents in the town of Samarra\\overnight, killing five people and wounding 20 in the fighting,\\a doctor at a local hospital said Saturday.'","U.S. and Iraqi forces continued their military operation against insurgents in Samarra throughout the night. The fighting resulted in five deaths and twenty injuries, according to a doctor at a local hospital. 
",0
160,b'Bobby Crosby was confident he could get the job done as he approached the plate with the bases loaded in the bottom of the ninth inning on Monday night.',"Bobby Crosby was confident in his ability to succeed as he stepped up to bat with the bases loaded in the bottom of the ninth inning on Monday night. 
",1
161,"b'The Marsh  amp; McLennan Company, the troubled insurance and investment company, said today that it would lay off 3,000 employees, or roughly 5 percent of its work force, as it moved to right '","Marsh & McLennan Company, an insurance and investment company, announced plans to lay off 3,000 employees, representing about 5% of its workforce. This decision is part of the company's efforts to address its current challenges. 
",2
162,b'Online DVD rental company Netflix Inc. on Thursday cut its subscription price and said it was changing its strategy to sacrifice healthy profits for growth in the face of strong competition.',"Netflix, an online DVD rental company, announced a reduction in subscription prices on Thursday. The company also revealed a shift in its business strategy, prioritizing growth over immediate profitability in response to increased competition. 
",2
163,"b'BHP Billiton has delivered the biggest profit ever achieved by an Australian company - a \\$US3.38billion (\\$4.73billion) whopper, up 78 per cent on last year. '","BHP Billiton, an Australian company, achieved a record profit of $3.38 billion USD ($4.73 billion AUD). This profit represents a 78% increase compared to the previous year. 
",2
164,"b'Palestinian officials scheduled presidential elections for Jan. 9, 2005, pushing forward with steps to a secure a new leader following the death of Yasser Arafat.'","Palestinian authorities announced that presidential elections will take place on January 9, 2005. This decision is a step towards selecting a new leader following the passing of Yasser Arafat. 
",0
165,b'Families of the 202 victims who died in the bombings of two nightclubs in Bali have marked the second anniversary of the attacks with emotional ceremonies on the Indonesian resort island and in Australia.',"The families of the 202 people who lost their lives in the bombings of two nightclubs in Bali held emotional ceremonies to commemorate the second anniversary of the attacks. These ceremonies were held both on the Indonesian resort island of Bali and in Australia. 
",0
166,"b'Reuters - U.S. employment costs rose by\\slightly less than expected in the third quarter this year, up\\0.9 percent, as benefit costs posted their smallest rise since\\early 2002, a government report showed on Friday.'","According to a government report released on Friday, U.S. employment costs increased in the third quarter of this year. The rise was 0.9%, which is slightly lower than anticipated. This increase was driven primarily by a smaller rise in benefit costs, which saw their smallest increase since early 2002. 
",2
167,"b""AFP - Australia's foreign minister will pay a rare visit to North Korea this week for talks on its nuclear programme after creating a stir here by warning a North Korean missile would be able to hit Sydney.""","Australia's foreign minister will travel to North Korea this week for discussions about the country's nuclear program. This visit is unusual and comes after the minister warned that a North Korean missile could potentially reach Sydney, Australia. 
",0
168,"b'Chennai: Internet major Yahoo Inc will own a 25-member high-skilled software professional team in Chennai, after it acquired US-based Stata Labs.'","Yahoo Inc., a prominent internet company, has acquired Stata Labs, a United States-based software development firm. As a result of this acquisition, Yahoo will now have a team of 25 highly skilled software professionals based in Chennai, India. 
",3
169,"b'As the first criminal trial stemming from the financial deals at Enron opens, it will be notable as much for who is not among the six defendants as who is.'","The upcoming criminal trial related to Enron's financial dealings will be significant not only for the six defendants but also for the notable absence of certain individuals. 
",2
170,"b'Oracle Corp., the world #39;s second-largest software firm, beat the Street with its first-quarter results after Tuesday #39;s market close thanks to stronger sales of its database software.'","Oracle Corporation, the world's second-largest software company, surpassed analysts' expectations in its first-quarter results. This success was attributed to increased sales of their database software, which were announced after the market closed on Tuesday. 
",2
171,b'Reuters - A survivor of a massacre during Hindu-Muslim riots in Gujarat in 2002 told a court on Wednesday he recognised seven men from the night of the attack accused of killing 14 people by hacking or burning them to death.',"A survivor of a massacre during Hindu-Muslim riots in Gujarat in 2002 testified in court that he recognized seven men who were accused of killing 14 people. The survivor identified these men as being present during the attack where the victims were killed by hacking or burning. 
",0
172,"b'Israel signalled flexibility and openness toward the emerging new Palestinian leadership Friday, with a top adviser to Prime Minister Ariel Sharon saying peace talks could resume if the Palestinians showed some goodwill.'","Israel expressed a willingness to be flexible and open to working with the new Palestinian leadership. A senior advisor to Prime Minister Ariel Sharon stated that peace negotiations could restart if the Palestinians demonstrate a positive attitude. 
",0
173,"b' quot;We #39;re excited to bring the iTunes Music Store to even more music fans across Europe, and with this expansion we now reach customers in almost 70 percent of the global music market, quot; Apple #39;s Vice President of Applications Eddy Cue said.'","Apple announced the expansion of the iTunes Music Store to more music fans across Europe. This expansion means that the store now reaches customers in nearly 70% of the global music market. Eddy Cue, Apple's Vice President of Applications, expressed excitement about bringing the store to more customers. 
",3
174,"b'Products announced this week to streamline software-patch delivery are just part of Microsoft #39;s overall efforts to tighten system security, Scott Charney told attendees of the IT Forum in Copenhagen this week.'","Microsoft has announced new products this week that aim to simplify software patch delivery. These products are part of Microsoft's broader efforts to improve system security. This announcement was made by Scott Charney at the IT Forum in Copenhagen this week. 
",3
175,"b'The number of anti-Semitic attacks in France has more than doubled over the past year, with most of them committed for vague reasons rather than ideology, France #39;s interior minister said in an interview published on Friday.'","France's interior minister stated that the number of anti-Semitic attacks in the country has more than doubled in the past year. The minister noted that most of these attacks were committed for unclear reasons rather than due to ideology. 
",0
176,"b' JOHANNESBURG, South Africa (Reuters) - South African police  fired rubber pellets at township youths who blocked a highway  and burned tires Monday in a rare protest over poverty and  other grievances.'","In Johannesburg, South Africa, police used rubber pellets to disperse township youths who blocked a highway and set tires on fire. This protest, which was unusual, was organized to express dissatisfaction with poverty and other issues. 
",0
177,"b'Symantec Corp. has warned of a string of security holes in its Firewall/VPN Appliance and Gateway Security products, less than a month after its last firewall security problems.'","Symantec Corporation has alerted users to a series of security vulnerabilities in its Firewall/VPN Appliance and Gateway Security products. This announcement comes less than a month after the company addressed previous security issues related to its firewall products. 
",3
178,b'Britain begins redeploying some 800 troops toward the restive area south of Baghdad area in a move aimed at freeing up US forces for an assault on insurgent areas north and west of the capital.',"Britain is moving approximately 800 troops to the volatile region south of Baghdad. This action aims to allow American forces to focus on attacking insurgent positions north and west of the capital. 
",0
179,"b' PUTRAJAYA, Malaysia (Reuters) - Malaysian rebel politician  Anwar Ibrahim failed on Wednesday in a final court bid to erase  his criminal record and to immediately rejoin active politics,  leaving a royal pardon as his only way back.'","Anwar Ibrahim, a Malaysian politician, lost a final court appeal on Wednesday. This appeal aimed to clear his criminal record and allow him to immediately return to politics. Now, the only way for Anwar Ibrahim to rejoin active politics is to receive a royal pardon. 
",0
180,"b'Prepared statements were flying like tickertape Tuesday, in the wake of ABC #39;s racy introductory skit on Monday Night Football.'","On Tuesday, many prepared statements were released following a suggestive introductory skit aired during Monday Night Football on ABC. 
",1
181,"b' BANGKOK (Reuters) - A second bomb exploded near a food  stall in southern Thailand on Friday, wounding at least nine  members of a bomb squad investigating an earlier blast that  wounded four people.'","Two bomb explosions occurred in southern Thailand on Friday. The first explosion injured four people, while a second bomb detonated near a food stall while a bomb squad was investigating the initial blast. This second explosion resulted in injuries to at least nine members of the bomb squad. 
",0
182,"b""Intel touts WiMax, but analysts say it likely won't go beyond niche applications.""","Intel is promoting WiMax technology, but industry analysts believe its use is likely to be limited to specific, specialized applications. 
",3
183,"b'The meetings of Major League Baseball #39;s general managers officially open today in Key Biscayne, Fla., though Jim Bowden -- the GM of the franchise that is supposed to depart Montreal for Washington '","Major League Baseball's general managers are meeting today in Key Biscayne, Florida. Jim Bowden, the general manager of the team relocating from Montreal to Washington, is present at the meeting. 
",1
184,"b'KABUL, Afghanistan -- Weekend counting shows interim President Hamid Karzai is well ahead of his rivals and on course to become Afghanistan #39;s first popularly elected leader.'","Weekend counting indicates that interim President Hamid Karzai is leading his opponents in the Afghan presidential election. He is likely to become Afghanistan's first democratically elected leader. 
",0
185,b'Description: The International Gymnastics Federation asks US gymnast Paul Hamm to give his Olympic all-around gold medal to South Korea #39;s Yang Tae-young.',"The International Gymnastics Federation requested that American gymnast Paul Hamm return his Olympic all-around gold medal to Yang Tae-young, the South Korean gymnast who originally finished third. 
",1
186,"b""The number of cars on China's roads is set to rise sevenfold to 140 million by 2020, according to government forecasts.""","China's government predicts that the number of cars on its roads will increase significantly by 2020. They estimate that the number will grow seven times larger, reaching a total of 140 million cars. 
",2
187,"b'AP - Two new Internet domain names  #151; "".post"" and "".travel""  #151; could appear online as early as next year as the Internet\'s key oversight board announced preliminary approval on Wednesday.'","The Internet Corporation for Assigned Names and Numbers (ICANN) has preliminarily approved two new internet domain names: "".post"" and "".travel"". These new domain names could be available online as early as next year. 
",3
188,"b""By BRUCE MEYERSON    NEW YORK (AP) -- A new cellular application promises to help vision-impaired people who can't read the screen of a mobile phone. It responds to spoken commands with voice recognition technology and reads back menu options, text messages, and other information to the user...""","A new mobile application is designed to assist visually impaired individuals who struggle to read the screens of their phones. This application utilizes voice recognition technology to respond to spoken commands. It then reads aloud menu options, text messages, and other information to the user. 
",3
189,"b'I #39;ve had my review unit of the PalmOne TungstenT5 for about 8 hours now, and I #39;m ready to make a first pass at PalmOne #39;s newest high-end model.'","I have been using the PalmOne Tungsten T5 for approximately eight hours and am ready to provide an initial assessment of PalmOne's latest high-end device. 
",3
190,"b'AP - A shaken President Vladimir Putin made a rare and candid admission of Russian weakness Saturday in the face of an ""all-out war"" by terrorists after more than 340 people  #151; nearly half of them children  #151; were killed in a hostage-taking at a southern school.'","President Vladimir Putin acknowledged Russia's vulnerability in a rare public statement. He described the situation as an ""all-out war"" by terrorists following the deaths of over 340 people, including nearly half who were children, during a hostage situation at a school in southern Russia. 
",0
191,"b""Russell T. Jones, the rap artist known as O.D.B., was a founding member of the Wu-Tang Clan and made a large imprint on rap music in the 1990's.""","Russell T. Jones, better known as the rapper O.D.B., was a founding member of the Wu-Tang Clan. He significantly influenced rap music during the 1990s. 
",0
192,"b'Nation needs government help to maintain competitive edge, group says.'","A group argues that the nation requires government support to remain competitive. 
",3
193,"b'AP - U.N. Secretary-General Kofi Annan, fending off Republican demands for his resignation over alleged corruption, said Thursday he will expand U.N. support for Iraqi elections if need be. He said he was not offended that President Bush did not ask to see him during this visit to Washington.'","United Nations Secretary-General Kofi Annan has stated that he will increase the UN's support for Iraqi elections if necessary. He made this statement while addressing Republican demands for his resignation over alleged corruption. He also said that he was not upset that President Bush did not meet with him during his recent visit to Washington. 
",0
194,"b'NEW YORK - Investigators found the remains of two people believed to be former Mafia captains at a vacant lot apparently used for years as a graveyard for people ordered killed by the late mob boss John Gotti and other gangsters, authorities said.    Searchers recovered bones and other tissue in a shoe, ribs, a partial jaw and teeth and two personal items that led investigators to believe they had the remains of Bonanno crime family captains Philip Giaccone and Dominick Trinchera, law enforcement officials familiar with the dig said Tuesday on condition of anonymity...'","Investigators discovered human remains at a vacant lot in New York City. The remains are believed to belong to two former Mafia captains, Philip Giaccone and Dominick Trinchera, both associated with the Bonanno crime family. The lot is suspected of being a burial ground for individuals ordered killed by John Gotti and other mob bosses. The recovered remains include bones, tissue, ribs, a partial jaw with teeth, and personal items that support the identification of the two captains. 
",0
195,"b""Reuters - Villagers returning to their\\homes in Sudan's Darfur region are living in fear of the Arab\\militiamen who initially drove them away, the United Nations\\said in a report received by Reuters Monday.""","Villagers returning to their homes in Sudan's Darfur region are living in fear of the Arab militiamen who initially forced them to leave, according to a United Nations report. 
",0
196,"b"" KIEV (Reuters) - Ukraine's main opposition leader and  presidential hopeful Viktor Yushchenko on Tuesday warned  politicians their lives could be in danger from a murderous  leadership bent on election victory.""","Viktor Yushchenko, Ukraine's leading opposition figure and a presidential candidate, issued a warning on Tuesday. He expressed concern that politicians might be in danger from the current leadership. Yushchenko believes the leadership is willing to resort to violence in order to secure victory in the upcoming election. 
",0
197,"b'AOL said it was intent on making travel an important part of its content expansion, which increasingly includes general Web properties that all Internet users can access as well as content just '","AOL stated its intention to make travel a significant part of its content expansion strategy. This expansion includes both general web properties accessible to all internet users and content specifically tailored for AOL users. 
",2
198,"b'BLOOMFIELD TOWNSHIP, Mich. -- It #39;s not a Ryder Cup until there #39;s a controversy, invented or otherwise. On Wednesday the stage belonged to Phil Mickelson, who became a cause celebre by skipping a Ryder Cup '","Phil Mickelson's absence from the Ryder Cup sparked controversy, highlighting the event's tradition of drama, whether real or fabricated. 
",1
199,b'Florida Attorney General Charlie Crist on Tuesday issued subpoenas to 11 insurance companies as part of an ongoing investigation into the business practices of the insurance industry.',"Florida Attorney General Charlie Crist initiated an investigation into the insurance industry's business practices. As part of this investigation, he issued subpoenas to eleven insurance companies on Tuesday. 
",2
200,"b'Bankrupt US Airways wants a judge to replace existing contracts for passenger service agents, flight attendants and mechanics with less-expensive ones.'","US Airways, currently facing bankruptcy, is requesting a judge to approve the replacement of their existing contracts with passenger service agents, flight attendants, and mechanics. The aim is to replace these contracts with less expensive alternatives. 
",2
201,"b'FRX ECO INDUSAFIN ENG  2004-10-13 22:22:02 Fed #39;s McTeer tapped to head Texas A amp;M - UPDATE 1 WASHINGTON (AFX) -- Robert McTeer, president of the Federal Reserve Bank of Dallas, said he would retire from his post if named, as '","Robert McTeer, president of the Federal Reserve Bank of Dallas, announced his intention to retire if selected to head Texas A&M University. 
",2
202,b'BAGHDAD: At least 16 people including one US Marine and three Polish soldiers were killed in violence across Iraq on Wednesday. A bomb exploded near the office of a senior Shiite cleric in Karbala on Wednesday ',"Violence in Iraq resulted in the deaths of 16 people on Wednesday, including one US Marine and three Polish soldiers. A bomb detonated near the office of a high-ranking Shiite cleric in Karbala. 
",0
203,"b'Reuters - Leaders of the largest group for gay\\men and lesbians in the Republican Party voted overwhelmingly\\against endorsing President Bush for re-election because he\\favors a constitutional amendment banning same-sex marriage,\\The New York Times said on Wednesday.'","The Republican Party's largest organization for gay and lesbian individuals voted against endorsing President Bush for re-election. This decision was made because President Bush supports a constitutional amendment prohibiting same-sex marriage. This information was reported by The New York Times on Wednesday. 
",0
204,"b'Disney president says studio is pushing forward with sequels to popular animated films, Pixar or no. New York (CNN/Money) - The Walt Disney Company is pushing forward with plans to capitalize on the blowout '","The Walt Disney Company is continuing to develop sequels to popular animated films, regardless of Pixar's involvement. This decision reflects Disney's desire to capitalize on the success of their existing animated franchises. 
",2
205,"b""AP - Tiger Woods felt stiffness in his back after seven holes Wednesday and decided to call it a day, not wanting to aggravate the week-old injury and not entirely certain he would be able to defend his title in the American Express Championship. The way his year has gone, that's just his luck.""","Tiger Woods experienced back stiffness during the American Express Championship. After playing seven holes on Wednesday, he decided to stop playing to avoid worsening the injury, which he sustained a week prior.  Woods was unsure if he would be able to defend his title, expressing frustration at the timing of the injury. 
",1
206,"b""Fidelity Investments' largest funds voted to oust Michael D. Eisner from the chairman's post at Walt Disney Co., in one of last year's biggest proxy battles, according to voting records the nation's largest mutual-fund firm has made public for the first time.""","Fidelity Investments, the largest mutual fund company in the United States, has publicly released its voting records for the first time. These records reveal that Fidelity's largest funds voted to remove Michael D. Eisner from his position as chairman of Walt Disney Company. This action was part of one of the largest proxy battles of the previous year. 
",2
207,"b'Top-listed clothing retailer Marks  amp; Spencer MKS.L says it has completed the acquisition of women #39;s fashion label per una, keeping its design-guru owner George Davies at the helm.'","Marks & Spencer, a leading clothing retailer, has acquired the women's fashion label, ""per una."" George Davies, the designer behind the brand, will continue to lead the label. 
",2
208,"b'BBaiji - Three decapitated bodies were found north of Baghdad on Wednesday and are believed to be the corpses of foreigners, Iraqi security forces said.'","On Wednesday, Iraqi security forces discovered three decapitated bodies north of Baghdad. They believe the bodies belong to foreigners. 
",0
209,"b'South Korea and the United States agreed to push for an early resumption of negotiations to end the North Korean nuclear crisis as soon as the US presidential election comes to a close, top diplomats of the two nations said Tuesday.'","South Korea and the United States have agreed to work together to restart negotiations aimed at resolving the North Korean nuclear issue.  This agreement was made by top diplomats from both countries and will come into effect after the US presidential election. 
",0
210,"b'Princess Diana continues to fascinate her fans around the world even seven years after her tragic death. In an NBC News exclusive, for the first time, revealing new tapes are coming to light.'","Princess Diana remains a captivating figure for her fans worldwide, even seven years after her passing. New audio recordings, exclusive to NBC News, will be released for the first time, offering previously unheard insights. 
",0
211,"b'Cambodia is celebrating the arrival of its first new monarch in 60 years, as King Norodom Sihamoni returns home to assume the throne abdicated by his ailing father.'","Cambodia is celebrating the arrival of its new king, Norodom Sihamoni. He is the first new monarch in 60 years and has returned home to take the throne. His father, the previous king, has abdicated due to his health. 
",0
212,"b""NEW YORK - Stocks enjoyed a late-day rally Wednesday to finish higher despite a new record price for oil and gloomy third-quarter outlooks from several companies. Volume was relatively light as investors awaited the government's jobs creation report at the end of the week...""","On Wednesday, the stock market experienced a late surge, ending the day with gains despite a new record high for oil prices and pessimistic third-quarter forecasts from several companies. Trading volume was relatively low as investors anticipated the release of the government's jobs report later in the week. 
",0
213,b'Contract with Department of Defense is part of homeland security boom.',"The Department of Defense has entered into a contract. This contract is part of a larger trend of increased homeland security spending. 
",3
214,"b""Connecticut reached the W.N.B.A. Finals for the first time by beating the Liberty on Sunday behind Taj McWilliams-Franklin's 18 points.""","The Connecticut team reached the W.N.B.A. Finals for the first time. They achieved this by defeating the Liberty on Sunday.  Taj McWilliams-Franklin contributed 18 points to the victory. 
",1
215,b'IBM last week announced new high-end and midrange systems that executives said could double the company #39;s market share in external disk by 2008 (see IBM #39;s New Shark Tale).',"IBM recently introduced new high-end and midrange storage systems. Company executives believe these systems have the potential to double IBM's market share in external disk storage by 2008. 
",3
216,b' LONDON (Reuters) - Oil prices held firm around \\$55 a barrel  on Wednesday as traders braced for the start of the northern  winter with thin heating oil supplies.',"Oil prices remained stable at approximately $55 per barrel on Wednesday. Traders were preparing for the beginning of winter in the Northern Hemisphere, anticipating low heating oil supplies. 
",2
217,"b'The new young guy for the Knicks, this season #39;s new young guy, fast and hungry and talented, is Jamal Crawford. He knows all about bad teams, because he has played his whole NBA career with the Bulls.'","Jamal Crawford, the new young player for the Knicks this season, is known for his speed, hunger, and talent.  He has experience playing on struggling teams, having spent his entire NBA career with the Chicago Bulls. 
",1
218,b'Dangerous new ways to try to steal your money are in progress.',"New methods for stealing money are being developed. 
",3
219,"b' LONDON (Reuters) - Oil extended its retreat on Thursday,  taking two-day losses to 6 percent after an unexpectedly large  rise in U.S. crude inventories spurred speculative funds to  take profits out of record high prices.'","Oil prices decreased on Thursday, continuing a two-day decline that amounted to a 6% drop. This decline was triggered by an unexpected increase in U.S. crude oil inventories, leading speculative investors to sell their holdings, taking profits from record high oil prices. 
",2
220,b'The founders of the money management firm Pilgrim Baxter  amp; Associates agreed yesterday to each pay \\$80 million in a settlement that resolves a longstanding complaint that they improperly profited ',"The founders of Pilgrim Baxter & Associates, a money management firm, agreed to each pay $80 million as part of a settlement. This settlement resolves a long-standing complaint that alleged the founders improperly profited from their actions. 
",2
221,b' LONDON (Reuters) - The dollar sank to a record low against  the euro and fell to its lowest level since January 2000 on the  yen on Thursday as the market tested how far Japan and Europe  would tolerate yen and euro gains on dollar weakness.',"On Thursday, the US dollar experienced significant declines against both the euro and the Japanese yen. The euro reached a record high against the dollar, while the yen reached its highest point since January 2000. This market movement reflects the uncertainty surrounding how far Japan and Europe would allow the yen and euro to strengthen against a weakening dollar. 
",2
222,"b"" BRUSSELS (Reuters) - Turkey's Prime Minister kept the EU  waiting on Friday on whether he would accept the terms of its  historic offer to start accession negotiations, leaving  late-night talks with the bloc's presidency without a deal.""","On Friday, Turkey's Prime Minister did not immediately accept the European Union's offer to begin accession negotiations. This decision came after late-night discussions with the EU presidency, leaving the talks without an agreement. 
",0
223,"b'New York Attorney General Eliot Spitzer on Friday filed suit against Universal Life Resources (ULR), charging the life and disability insurance broker with taking fraudulent kick-backs for steering business to certain insurers.'","New York Attorney General Eliot Spitzer filed a lawsuit against Universal Life Resources (ULR), a life and disability insurance broker. The lawsuit accuses ULR of fraudulent activities, specifically taking kickbacks for directing clients to specific insurance companies. 
",2
224,"b'Sony Computer Entertainment held a party in Tokyo yesterday to celebrate the completion of Polyphony Digital #39;s long-awaited Gran Turismo 4, which is set for release in Japan - and, apparently, in North America - this December.'","Sony Computer Entertainment hosted a celebration in Tokyo for the completion of Polyphony Digital's Gran Turismo 4. The highly anticipated game is scheduled for release in Japan and North America this December. 
",3
225,b'England captain Michael Vaughan said on Monday that he expected an evenly matched series against South Africa but suggested his bowlers could hold the key.',"England captain Michael Vaughan stated on Monday that he anticipates a closely contested series against South Africa. He also indicated that England's bowling attack could play a crucial role in determining the outcome of the series. 
",1
226,"b'Parmalat #39;s government-appointed administrator sued Bank of America Corp. on Thursday, alleging that the bank helped executives at the dairy company hide debt and conceal its insolvency from investors.'","Parmalat's administrator, appointed by the government, filed a lawsuit against Bank of America on Thursday. The lawsuit claims that the bank aided Parmalat executives in concealing debt and hiding the company's insolvency from investors. 
",2
227,"b'ARLINGTON, VA. -- Charlotte and Philadelphia will benefit by changes US Airways plans to make in its flight schedules in February.'","US Airways plans to make changes to its flight schedules in February. These changes will benefit the cities of Charlotte and Philadelphia. 
",2
228,"b""Reuters - Ukraine's opposition presidential hopeful\\Viktor Yushchenko said on Wednesday parliament's vote to root\\out cheating in elections opened the way for him to win a\\re-run of a rigged poll.""","Viktor Yushchenko, a presidential candidate in Ukraine, stated that the parliament's recent vote to address election irregularities creates a path for him to win a new election. He believes the previous election was rigged. 
",0
229,"b'30 August 2004 -- Iran #39;s security chief, Hasan Rowhani, has assured visiting Iraqi officials that his country is committed to cooperating on establishing security in Iraq.'","On August 30, 2004, Iran's security chief, Hasan Rowhani, met with Iraqi officials. During the meeting, Rowhani assured the Iraqi officials that Iran is committed to working with them to establish security in Iraq. 
",0
230,b'Portsmouth #39;s Harry Redknapp has been named as the Barclays manager of the month for October. Redknapp #39;s side were unbeaten during the month and maintained an impressive climb to ninth in the Premiership.',"Harry Redknapp, manager of Portsmouth, was awarded the Barclays Manager of the Month award for October. Portsmouth remained undefeated during the month, resulting in a significant rise to ninth place in the Premiership. 
",1
231,"b' quot;The Electoral Commission set the date of January 30 as the date of the election, quot; spokesman Farid Ayar told Reuters on Sunday.'","The Electoral Commission has announced January 30 as the date for the upcoming election, according to spokesman Farid Ayar. 
",0
232,"b'Roar down city streets in the upcoming ""Need for Speed Underground 2"" racing game and you\'ll see a Best Buy store amid the skyscrapers along with bright billboards hawking Cingular Wireless, Old Spice, and Burger King.'","The upcoming racing game ""Need for Speed Underground 2"" features real-world brands in its virtual city environment. Players will encounter a Best Buy store among the skyscrapers, and billboards advertising Cingular Wireless, Old Spice, and Burger King. 
",3
233,"b""AFP - A bomb alert forced a Virgin Atlantic flight from Hong Kong to London's Heathrow airport to land at Stansted airport, north of the British capital, as a  quot;precautionary measure quot;, officials said.""","A Virgin Atlantic flight from Hong Kong to London's Heathrow Airport was diverted to Stansted Airport, north of London, due to a bomb threat. The diversion was a precautionary measure, according to officials. 
",0
234,"b'Dell will introduce Thursday a small music player to compete with Apple #39;s iPod mini. The new Pocket DJ 5 offers one GByte more memory, but is priced \\$50 less than Apple #39;s market dominating player.'","Dell will release a new music player on Thursday, designed to compete with Apple's iPod mini.  The new player, called the Pocket DJ 5, has one gigabyte more memory than the iPod mini but costs $50 less. 
",3
235,"b""Firefox 1.0 Available Today\\\\Firefox 1.0 (Preview Release) is now available. If you've never tried this wonderful browser it's MORE THAN worthy of your attention. What's new in this release?\\\\- Improved pop-up blocker: new pop-up blocker blocks even more pop-ups while making it easy to view pop-ups when necessary.\\\\- Security improvements: ...""","Firefox 1.0, a preview release, is now available. This browser is highly recommended for anyone looking for a new browsing experience. This release includes several improvements, such as a more effective pop-up blocker that blocks more pop-ups while still allowing users to view them when needed. It also features security enhancements. 
",3
236,"b' GAZA (Reuters) - An Israeli missile hit the house of a  local Islamic Jihad leader in a refugee camp in the southern  Gaza Strip on Monday, wounding at least two people, Palestinian  medics said.'","On Monday, an Israeli missile struck the home of an Islamic Jihad leader in a refugee camp located in the southern Gaza Strip.  Palestinian medical personnel reported that at least two individuals were injured in the attack. 
",0
237,"b'Fort Worth, Texas - Blockbuster is tired of being the butt of jokes on Leno and Letterman. And, even closer to home, it wants to eliminate what the company #39;s president calls  quot;those unpleasant conversations at the register.'","Blockbuster, a company based in Fort Worth, Texas, is seeking to change its public image. The company's president wants to eliminate negative perceptions, particularly the jokes made about Blockbuster on late-night television shows, and to improve customer interactions at the register. 
",2
238,b'THE number of wild animals across the world has plummeted by 40 per cent in the past 30 years because of changes in the way humans are living.',"The global population of wild animals has declined by 40% over the past three decades. This dramatic decrease is attributed to alterations in human lifestyles. 
",3
239,"b""Don't be fooled by the title. Dear Valued Customer, You Are a Loser is not just hilarious. The book also brings up an interesting question about the relationship between humans and technology. A review by Amit Asaravala.""","The book ""You Are a Loser"" is a humorous read that also raises thought-provoking questions about the connection between humans and technology.  This review is by Amit Asaravala. 
",3
240,"b""AP - Jake Plummer and Reuben Droughns did little wrong while turning the Denver Broncos' biggest rivalry into a rout.""","Jake Plummer and Reuben Droughns played well, contributing significantly to the Denver Broncos' dominant victory over their biggest rival. 
",1
241,"b' NAIROBI, Kenya (Reuters) - The Sudanese government and its  southern rebel opponents signed a pledge Friday to complete an  agreement to end a 21-year-old civil war by December 31.'","The Sudanese government and southern rebels agreed on Friday to finalize a peace agreement by December 31, ending a 21-year civil war. The signing took place in Nairobi, Kenya. 
",0
242,"b'com September 29, 2004, 7:06 AM PT. MOJAVE, Calif.--A specialized plane carrying a suborbital spacecraft took off shortly before 7:15 am PDT in an attempt to complete the first phase in the race to privatize space travel.'","On September 29, 2004, a specialized aircraft carrying a suborbital spacecraft launched from Mojave, California, shortly before 7:15 am Pacific Time. This launch marked the beginning of the first phase in the effort to privatize space travel. 
",3
243,"b'In his olive nylon bomber jacket, olive fatigue pants and black combat boots, Al-Aqsa Martyr #39;s Brigades member Abu Said sees himself as a soldier, fighting Israeli occupation of Palestinian land.'","Abu Said, a member of the Al-Aqsa Martyr Brigades, views himself as a soldier fighting against the Israeli occupation of Palestinian land. He wears olive nylon bomber jacket, olive fatigue pants, and black combat boots. 
",0
244,"b""AP - John Ellinger, the U.S. under-17 national team coach for the past seven years, was hired Wednesday as the coach of Major League Soccer's expansion team in Utah.""","John Ellinger, who has served as the United States under-17 national team coach for the past seven years, was hired as the coach of Major League Soccer's new expansion team in Utah. 
",1
